0, 0, 402, 800, -1, -1, -1, -1
1, 0.004023, 402, 800, -1, -1, -1, -1
2, 0.015964, 1132, 5773, -1, -1, -1, -1
3, 0.20837, 2709, 13893, 2.43207e+06, 359.701, 0, -1
7, 0.119394, 1201, 6137, 383.451, 6.49042, -1, -1
6, 0.018735, 6784, 33946, 356.931, 5.31297, -1, -1
7, 0.156992, 2663, 12795, 297.592, 4.57015, -1, -1
8, 0.076169, 2663, 12547, 55.9276, 4.05411, -1, -1
9, 0.025678, 2663, 12547, 41.3655, 3.78608, -1, -1
6, 0.011586, 4915, 22177, 41.3655, 3.97107, -1, -1
7, 0.093282, 2796, 13332, 41.3655, 3.79428, -1, -1
8, 0.060475, 2796, 13318, 41.3655, 3.76254, -1, -1
9, 0.025608, 2796, 13318, 41.3655, 3.68143, -1, -1
6, 0.012625, 5814, 26977, 41.3655, 3.98911, -1, -1
7, 0.118965, 3386, 16512, 20.3402, 3.75991, -1, -1
8, 0.102931, 3386, 16494, 20.2804, 3.7288, -1, -1
9, 0.031141, 3386, 16494, 17.8684, 3.64359, -1, -1
6, 0.011869, 5399, 24749, 19.8081, 3.82501, -1, -1
7, 0.094472, 3454, 16818, 17.8684, 3.66908, -1, -1
8, 0.069516, 3454, 16818, 16.647, 3.65339, -1, -1
9, 0.030289, 3454, 16818, 15.7868, 3.60639, -1, -1
6, 0.011163, 5232, 23845, 15.7868, 3.76947, -1, -1
7, 0.083732, 3506, 17085, 15.7868, 3.62706, -1, -1
8, 0.059549, 3506, 17084, 15.7868, 3.61906, -1, -1
9, 0.029049, 3506, 17084, 15.6478, 3.59336, -1, -1
6, 0.012073, 5544, 25638, 20.0302, 3.83131, -1, -1
7, 0.093277, 3814, 18794, 12.4813, 3.64732, -1, -1
8, 0.081672, 3814, 18787, 12.4813, 3.6316, -1, -1
9, 0.0325, 3814, 18787, 10.3033, 3.58624, -1, -1
6, 0.011169, 5303, 24396, 10.3033, 3.71601, -1, -1
7, 0.079811, 3808, 18804, 10.3033, 3.60465, -1, -1
8, 0.063153, 3808, 18806, 9.55237, 3.59869, -1, -1
9, 0.030069, 3808, 18806, 8.58231, 3.57662, -1, -1
7, 0.051488, 3745, 18491, 8.58231, 3.57642, -1, -1
4, 1.70769, 3745, 18491, 8.58231, 3.57642, -1, -1
5, 0.028021, 1478, 6131, 8.54345, 3.57942, -1, -1
-1, 1.96407, 1478, 6131, 8.54345, 3.57942, 0, 25
