0, 0, 36, 12, -1, -1, -1, -1
1, 0.000133, 8, 12, -1, -1, -1, -1
2, 0.011415, 470, 1640, -1, -1, -1, -1
3, 0.266841, 1353, 6390, 78.5041, 6.3802, 0, -1
7, 0.072276, 761, 3339, 15.0715, 4.41075, -1, -1
6, 0.013142, 4956, 23877, 16.2422, 4.34314, -1, -1
7, 0.160011, 1984, 8888, 10.7763, 3.9429, -1, -1
8, 0.042818, 1984, 8845, 8.34834, 3.85842, -1, -1
9, 0.032136, 1984, 8845, 5.8747, 3.72191, -1, -1
7, 0.017715, 1802, 7983, 5.76239, 3.69383, -1, -1
4, 0.339173, 1802, 7983, 5.76239, 3.69383, -1, -1
5, 0.020559, 825, 2976, 5.76239, 3.64687, -1, -1
-1, 0.638121, 825, 2976, 5.76239, 3.64687, 0, 18
