0, 0, 384, 128, -1, -1, -1, -1
1, 0.016371, 66, 128, -1, -1, -1, -1
2, 0.020216, 962, 4318, -1, -1, -1, -1
3, 0.463581, 5370, 27864, 20886.7, 67.4399, 0, -1
7, 0.377065, 1495, 7511, 136.681, 6.8661, -1, -1
6, 0.026018, 8764, 44673, 156.744, 5.44947, -1, -1
7, 0.257999, 3059, 14696, 50.7222, 4.295, -1, -1
8, 0.094356, 3059, 14535, 47.8853, 4.05224, -1, -1
9, 0.038706, 3059, 14535, 16.4766, 3.71648, -1, -1
6, 0.018073, 7137, 34408, 17.6462, 4.00476, -1, -1
7, 0.172927, 3731, 17978, 6.48841, 3.75474, -1, -1
8, 0.119709, 3731, 17943, 6.37334, 3.71493, -1, -1
9, 0.040628, 3731, 17943, 6.31697, 3.61507, -1, -1
7, 0.031985, 3468, 16676, 5.82322, 3.5983, -1, -1
4, 1.18115, 3468, 16676, 5.82322, 3.5983, -1, -1
5, 0.028106, 1588, 6997, 5.73025, 3.53567, -1, -1
-1, 1.70942, 1588, 6997, 5.73025, 3.53567, 0, 26
