0, 0, 36, 12, -1, -1, -1, -1
1, 0.000203, 8, 12, -1, -1, -1, -1
2, 0.004905, 161, 448, -1, -1, -1, -1
3, 0.075381, 567, 2575, 1787, 74.3505, 0, -1
7, 0.054387, 275, 1109, 10.2061, 4.29961, -1, -1
6, 0.004041, 1686, 7518, 11.4667, 4.24852, -1, -1
7, 0.051265, 737, 3045, 7.67218, 3.83292, -1, -1
8, 0.015044, 737, 3023, 7.15901, 3.78161, -1, -1
9, 0.015328, 737, 3023, 5.64372, 3.69598, -1, -1
7, 0.006128, 673, 2722, 5.64372, 3.65987, -1, -1
4, 0.146617, 673, 2722, 5.64372, 3.65987, -1, -1
5, 0.022672, 241, 692, 5.35755, 3.7193, -1, -1
-1, 0.249778, 241, 692, 5.35755, 3.7193, 0, 13
