0, 0, 1398, 466, -1, -1, -1, -1
1, 0.145328, 225, 446, -1, -1, -1, -1
2, 0.014071, 937, 4397, -1, -1, -1, -1
3, 0.213101, 1185, 5681, 2293.42, 9.50844, 0, -1
7, 0.039205, 935, 4324, 46.9725, 4.65646, -1, -1
6, 0.015229, 5968, 29226, 46.9725, 4.41798, -1, -1
7, 0.11969, 2436, 11151, 46.9725, 3.89153, -1, -1
8, 0.050345, 2436, 11113, 12.4967, 3.80376, -1, -1
9, 0.030226, 2436, 11113, 10.684, 3.62713, -1, -1
6, 0.011126, 5255, 24671, 13.9865, 3.9378, -1, -1
7, 0.106686, 2984, 13891, 9.99196, 3.7437, -1, -1
8, 0.095681, 2984, 13884, 9.99196, 3.71368, -1, -1
9, 0.031098, 2984, 13884, 10.0676, 3.62929, -1, -1
6, 0.010072, 4999, 23140, 10.9158, 3.84083, -1, -1
7, 0.087539, 3240, 15130, 10.8842, 3.68981, -1, -1
8, 0.073274, 3240, 15127, 10.0676, 3.6718, -1, -1
9, 0.028948, 3240, 15127, 10.0336, 3.61907, -1, -1
6, 0.013896, 6405, 30590, 13.3812, 3.94569, -1, -1
7, 0.136302, 4049, 19442, 10.4292, 3.70834, -1, -1
8, 0.110147, 4049, 19431, 10.4292, 3.67957, -1, -1
9, 0.034912, 4049, 19431, 7.81287, 3.59973, -1, -1
7, 0.058953, 3839, 18389, 7.81287, 3.59193, -1, -1
4, 1.05793, 3839, 18389, 7.81287, 3.59193, -1, -1
5, 0.025346, 996, 4018, 7.77335, 3.52501, -1, -1
-1, 1.45578, 996, 4018, 7.77335, 3.52501, 0, 22
